"도서관명","시도명","시군구명","도서관유형","평일운영시작시각","평일운영종료시각","열람좌석수","자료수(도서)","소재지도로명주소","운영기관명","홈페이지주소","데이터기준일자"
"성복도서관","경기도","용인시","공공도서관","09:00","22:00","169","55497","경기도 용인시 수지구 성복1로164번길 6","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"송파위례도서관","서울특별시","송파구","공공도서관","09:00","22:00","140","53821","서울특별시 송파구 위례광장로 210 (장지동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"돌마리도서관","서울특별시","송파구","공공도서관","09:00","22:00","53","26666","서울특별시 송파구 백제고분로37길 16 (석촌동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"송파어린이영어도서관","서울특별시","송파구","공공도서관","09:00","18:00","80","32805","서울특별시 송파구 오금로 1 (신천동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"소나무언덕잠실본동도서관","서울특별시","송파구","공공도서관","09:00","18:00","105","29640","서울특별시 송파구 탄천동로 205 (잠실동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"송중문화정보도서관","서울특별시","강북구","공공도서관","07:00","22:00","83","25844","서울특별시 강북구 도봉로20나길 6 (미아동)","서울특별시강북구도시관리공단","http://www.gblib.or.kr/songjung/index.do","2025-11-26"
"솔샘문화정보도서관","서울특별시","강북구","공공도서관","07:00","22:00","194","52296","서울특별시 강북구 솔샘로 177 (미아동)","서울특별시강북구도시관리공단","http://www.gblib.or.kr/solsem/index.do","2025-11-26"
"강북청소년문화정보도서관","서울특별시","강북구","공공도서관","07:00","22:00","164","47528","서울특별시 강북구 삼양로54길 68 (미아동)","서울특별시강북구도시관리공단","http://www.gblib.or.kr/youth/index.do","2025-11-26"
"강북문화정보도서관","서울특별시","강북구","공공도서관","07:00","22:00","466","227001","서울특별시 강북구 오현로 145 (번동)","서울특별시강북구도시관리공단","http://www.gblib.or.kr/gangbuk/index.do","2025-11-26"
"의정부가재울도서관","경기도","의정부시","공공도서관","08:00","20:00","200","32111","경기도 의정부시 평화로 633","경기도 의정부시청 도서관과","http://www.uilib.go.kr","2025-06-30"
"의정부영어도서관","경기도","의정부시","공공도서관","10:00","20:00","139","57787","경기도 의정부시 회룡로 79","경기도 의정부시청 도서관과","http://www.uilib.go.kr","2025-06-30"
"의정부음악도서관","경기도","의정부시","공공도서관","10:00","21:00","243","13216","경기도 의정부시 장곡로 280","경기도 의정부시청 도서관과","http://www.uilib.go.kr/music","2025-06-30"
"의정부미술도서관","경기도","의정부시","공공도서관","10:00","21:00","350","56578","경기도 의정부시 민락로 248","경기도 의정부시청 도서관과","http://www.uilib.go.kr","2025-06-30"
"의정부과학도서관","경기도","의정부시","공공도서관","09:00","21:00","270","175174","경기도 의정부시 추동로 124번길 52","경기도 의정부시청 도서관과","http://www.uilib.go.kr","2025-06-30"
"부개어린이도서관","인천광역시","부평구","공공도서관","09:00","18:00","70","24895","인천광역시 부평구 동수로 166(부개동)","(재)인천광역시부평구문화재단","https://www.bppl.or.kr","2025-10-31"
"갈산도서관","인천광역시","부평구","공공도서관","09:00","18:00","92","30708","인천광역시 부평구 주부토로 254(갈산동)","(재)인천광역시부평구문화재단","https://www.bppl.or.kr","2025-10-31"
"청천도서관","인천광역시","부평구","공공도서관","09:00","22:00","149","68573","인천광역시 부평구 원길로 23(청천동)","(재)인천광역시부평구문화재단","https://www.bppl.or.kr","2025-10-31"
"부평기적의도서관","인천광역시","부평구","공공도서관","09:00","18:00","120","55857","인천광역시 부평구 길주남로 166(부개동)","(재)인천광역시부평구문화재단","https://www.bppl.or.kr","2025-10-31"
"삼산도서관","인천광역시","부평구","공공도서관","09:00","22:00","204","81156","인천광역시 부평구 부평북로 445(삼산동)","(재)인천광역시부평구문화재단","https://www.bppl.or.kr","2025-10-31"
"부개도서관","인천광역시","부평구","공공도서관","09:00","22:00","227","77534","인천광역시 부평구 부일로83번길 46(부개동)","(재)인천광역시부평구문화재단","https://www.bppl.or.kr","2025-10-31"
"삼각산어린이도서관","서울특별시","강북구","공공도서관","09:00","18:00","180","30675","서울특별시 강북구 삼양로19길 34 (미아동)","서울특별시강북구도시관리공단","http://www.gblib.or.kr/kids/index.do","2025-11-26"
"미아문화정보도서관","서울특별시","강북구","공공도서관","07:00","22:00","191","44199","서울특별시 강북구 솔매로49길 14 (미아동)","서울특별시강북구도시관리공단","http://www.gblib.or.kr/mia/index.do","2025-11-26"
"수유문화정보도서관","서울특별시","강북구","공공도서관","07:00","22:00","194","40165","서울특별시 강북구 삼양로 299 (수유동)","서울특별시강북구도시관리공단","http://www.gblib.or.kr/suyu/index.do","2025-11-26"
"대림도서관","서울특별시","영등포구","공공도서관","09:00","22:00","168","70383","서울특별시 영등포구 도신로27","영등포문화재단","https://www.ydplib.or.kr","2025-09-04"
"사근동어린이놀이터도서관","서울특별시","성동구","공공도서관","09:00","18:00","20","4963","서울특별시 성동구 사근동 사근동길 37 사근동공공복합청사","서울특별시 성동구","","2025-06-18"
"마장동작은도서관","서울특별시","성동구","공공도서관","14:00","18:00","20","4989","서울특별시 성동구 마장동 마장로42길 11 마장동주민센터","서울특별시 성동구","","2025-06-18"
"금호4가동어린이작은도서관","서울특별시","성동구","공공도서관","09:00","18:00","20","8629","서울특별시 성동구 금호동4가 독서당로46길 26 금호4가동주민센터","서울특별시 성동구","","2025-06-18"
"금호2,3가동어린이작은도서관","서울특별시","성동구","공공도서관","09:00","16:00","15","8793","서울특별시 성동구 금호동2가 무수막18길 1","서울특별시 성동구","","2025-06-18"
"금호1가동우리동네북카페책단지꿀단지","서울특별시","성동구","공공도서관","09:00","18:00","28","4284","서울특별시 성동구 행당로 15 (금호동1가)","서울특별시 성동구","","2025-06-18"
"창동영유아플라자","서울특별시","서울특별시 도봉구","공공도서관","09:30","17:30","0","4564","서울특별시 도봉구 도봉구 우이천로4길 24-5 (창동)","","http://www.doccic.go.kr/youngua/","2018-05-01"
"방학동영유아플라자","서울특별시","서울특별시 도봉구","공공도서관","09:30","17:30","0","13343","서울특별시 도봉구 도봉구 방학로 12길 28 (방학동)","","http://www.doccic.go.kr/youngua/","2018-05-01"
"학마을도서관 (어린이 자료실)","서울특별시","서울특별시 도봉구","공공도서관","09:00","18:00","0","21390","서울특별시 도봉구 도봉구 시루봉로 128","","http://www.unilib.dobong.kr/","2018-05-01"
"단봉늘봄도서관","인천광역시","서구","공공도서관","09:00","22:00","190","40815","인천광역시 서구 오동로 25","인천광역시서구시설관리공단","","2025-11-14"
"신석도서관","인천광역시","서구","공공도서관","09:00","22:00","147","69744","인천광역시 서구 염곡로 299","인천광역시서구시설관리공단","","2025-11-14"
"심곡도서관","인천광역시","서구","공공도서관","09:00","22:00","237","77649","인천광역시 서구 심곡로 31","인천광역시서구시설관리공단","","2025-11-14"
"검단도서관","인천광역시","서구","공공도서관","09:00","22:00","265","59282","인천광역시 서구 완정로92번길 18","인천광역시서구시설관리공단","","2025-11-14"
"석남도서관","인천광역시","서구","공공도서관","09:00","22:00","198","61945","인천광역시 서구 서달로137번길 6-12","인천광역시서구시설관리공단","","2025-11-14"
"문래도서관","서울특별시","영등포구","공공도서관","09:00","22:00","262","73225","서울특별시 영등포구 문래로20길 49","영등포문화재단","https://www.ydplib.or.kr","2025-09-04"
"선유도서관","서울특별시","영등포구","공공도서관","09:00","22:00","263","72236","서울특별시 영등포구 선유로 43가길 10-8","영등포문화재단","https://www.ydplib.or.kr","2025-09-04"
"여의샛강도서관","서울특별시","영등포구","공공도서관","09:00","20:00","90","31398","서울특별시 영등포구 여의대로 24","영등포문화재단","https://www.ydplib.or.kr","2025-09-04"
"청운문학도서관","서울특별시","종로구","공공도서관","09:00","21:00","115","44784","서울특별시 종로구 자하문로36길 40","종로문화재단","http://lib.jongno.go.kr/","2025-12-02"
"검암도서관","인천광역시","서구","공공도서관","09:00","22:00","350","59928","인천광역시 서구 검암로20번길 20","인천광역시서구시설관리공단","","2025-11-14"
"신대방누리도서관","서울특별시","동작구","공공도서관","09:00","22:00","105","27900","서울특별시 동작구 신대방1다길 19","서울특별시 동작구청","http://lib.dongjak.go.kr/","2025-12-02"
"까망돌도서관","서울특별시","동작구","공공도서관","09:00","22:00","161","36157","서울특별시 동작구 서달로129","서울특별시 동작구청","http://lib.dongjak.go.kr/","2025-12-02"
"약수도서관","서울특별시","동작구","공공도서관","09:00","18:00","47","21983","서울특별시 동작구 양녕로22바길 64","서울특별시 동작구청","http://lib.dongjak.go.kr/","2025-12-02"
"대방어린이도서관","서울특별시","동작구","공공도서관","09:00","18:00","56","31136","서울특별시 동작구 대방동길 55","서울특별시 동작구청","http://lib.dongjak.go.kr/","2025-12-02"
"동작영어마루도서관","서울특별시","동작구","공공도서관","09:00","18:00","104","40679","서울특별시 동작구 장승배기로16길 98","서울특별시 동작구청","http://lib.dongjak.go.kr/","2025-12-02"
"사당솔밭도서관","서울특별시","동작구","공공도서관","09:00","22:00","139","71657","서울특별시 동작구 솔밭로 86","서울특별시 동작구청","http://lib.dongjak.go.kr/","2025-12-02"
"김영삼도서관","서울특별시","동작구","공공도서관","09:00","22:00","256","60994","서울특별시 동작구 매봉로1","서울특별시 동작구청","http://lib.dongjak.go.kr/","2025-12-02"
"성수2가제3동작은도서관","서울특별시","성동구","공공도서관","10:00","18:00","14","10968","서울특별시 성동구 성수동2가 광나루로2길 35 성수2가제3동주민센터","서울특별시 성동구","","2025-06-18"
"성수2가제1동어린이작은도서관","서울특별시","성동구","공공도서관","09:00","18:00","30","7656","서울특별시 성동구 성수동2가 뚝섬로 385-19 성수2가제1동주민센터","서울특별시 성동구","","2025-06-18"
"성수1가제2동어린이작은도서관","서울특별시","성동구","공공도서관","13:00","17:00","16","3602","서울특별시 성동구 성수동1가 왕십리로5길 3","서울특별시 성동구","","2025-06-18"
"성수1가제1동작은도서관","서울특별시","성동구","공공도서관","09:00","18:00","20","7706","서울특별시 성동구 뚝섬로 3길 18 (성수동1가)","서울특별시 성동구","","2025-06-18"
"성동자활센터푸른하늘공부방청소년작은도서관","서울특별시","성동구","공공도서관","10:00","20:00","30","1803","서울특별시 성동구 금호동4가 독서당로 272 금호동 대우 아파트 203동","서울특별시 성동구","","2025-06-18"
"성동구립청계도서관","서울특별시","성동구","공공도서관","09:00","20:00","209","55229","서울특별시 성동구 상왕십리동 마장로 141 왕십리도선동복합청사 5~6층","재단법인 성동문화재단","https://www.sdlib.or.kr/CG/main.do","2025-06-18"
"성동구립용답도서관","서울특별시","성동구","공공도서관","07:00","22:00","217","96515","서울특별시 성동구 용답동 용답중앙3길 10 성동구립용답도서관","재단법인 성동문화재단","https://www.sdlib.or.kr/YD/main.do","2025-06-18"
"성동구립성수도서관","서울특별시","성동구","공공도서관","08:00","22:00","212","63390","서울특별시 성동구 뚝섬로 1길 43 성수문화복지회관 7층","재단법인 성동문화재단","https://www.sdlib.or.kr/SS/main.do","2025-06-18"
"성동구립무지개도서관","서울특별시","성동구","공공도서관","09:00","21:00","148","48320","서울특별시 성동구 행당동 고산자로 270 성동구청 3.층","재단법인 성동문화재단","https://www.sdlib.or.kr/RB/main.do","2025-06-18"
"성동구립도서관","서울특별시","성동구","공공도서관","07:00","23:00","542","213919","서울특별시 성동구 행당동 고산자로10길 9 성동문화정보센터","재단법인 성동문화재단","https://www.sdlib.or.kr/SD/main.do","2025-06-18"
"성동구립금호도서관","서울특별시","성동구","공공도서관","07:00","22:00","204","93104","서울특별시 성동구 금호동1가 난계로 20 금호작은도서관","재단법인 성동문화재단","https://www.sdlib.or.kr/KH/main.do","2025-06-18"
"양동도서관","경기도","양평군","공공도서관","09:00","20:00","173","36090","경기도 양평군 양동면 학둔지아래길 93","경기도 양평군청","http://www.yplib.go.kr","2025-12-15"
"지평도서관","경기도","양평군","공공도서관","09:00","20:00","162","37414","경기도 양평군 지평면 지평의병로116번길 5","경기도 양평군청","http://www.yplib.go.kr","2025-12-15"
"푸르메어린이도서관","서울특별시","마포구","공공도서관","09:00","18:00","70","24262","서울특별시 마포구 월드컵북로 494, 1층","푸르메재단","https://mplib.mapo.go.kr/purme","2025-11-28"
"서강도서관","서울특별시","마포구","공공도서관","09:00","22:00","222","76670","서울특별시 마포구 독막로 165, 3~5층","(사)한국청소년지원네트워크","https://mplib.mapo.go.kr/sglib","2025-11-28"
"소금나루도서관","서울특별시","마포구","공공도서관","09:00","22:00","189","45796","서울특별시 마포구 숭문길 72","서울특별시 마포구청","https://mplib.mapo.go.kr/naru","2025-11-28"
"마포중앙도서관","서울특별시","마포구","공공도서관","09:00","22:00","620","241193","서울특별시 마포구 성산로 128","서울특별시 마포구청","https://mplib.mapo.go.kr/mcl","2025-11-28"
"어린이청소년국학도서관","서울특별시","종로구","공공도서관","09:00","22:00","80","30346","서울특별시 종로구 명륜길 26(명륜동 와룡문화센터 5층)","종로문화재단","http://lib.jongno.go.kr/","2025-12-02"
"아름꿈도서관","서울특별시","종로구","공공도서관","10:00","19:00","97","34355","서울특별시 종로구 종로58가길 19","종로문화재단","http://lib.jongno.go.kr/","2025-12-02"
"용문도서관","경기도","양평군","공공도서관","09:00","20:00","264","87246","경기도 양평군 용문면 용문로 395","경기도 양평군청","http://www.yplib.go.kr","2025-12-15"
"양서친환경도서관","경기도","양평군","공공도서관","09:00","20:00","293","56727","경기도 양평군 양서면 양수로 110","경기도 양평군청","http://www.yplib.go.kr","2025-12-15"
"양평도서관","경기도","양평군","공공도서관","09:00","22:00","95","149141","경기도 양평군 양평읍 마유산로 1","경기도 양평군청","http://www.yplib.go.kr","2025-12-15"
"경기도교육청화성도서관","경기도","화성시","공공도서관","09:00","20:00","234","109044","경기도 화성시 향남읍 발안로 85-10","경기도교육청화성도서관","http://lib.goe.go.kr/hs","2025-12-01"
"글빛정보도서관","서울특별시","관악구","공공도서관","09:00","23:00","94","69740","서울특별시 관악구 관악로 30길 23","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"관악중앙도서관","서울특별시","관악구","공공도서관","07:00","23:00","378","177481","서울특별시 관악구 신림로3길 35","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"포천시립일동도서관","경기도","포천시","공공도서관","09:00","22:00","260","84822","경기도 포천시 일동면 화동로 1021","경기도 포천시","https://lib.pocheon.go.kr/ildong/index.do","2023-12-04"
"포천시립가산도서관","경기도","포천시","공공도서관","09:00","20:00","54","36815","경기도 포천시 가산면 선마로 223","경기도 포천시","https://lib.pocheon.go.kr/gasan/index.do","2023-12-04"
"포천시립소흘도서관","경기도","포천시","공공도서관","09:00","22:00","185","84221","경기도 포천시 송우로 101-29","경기도 포천시","https://lib.pocheon.go.kr/soheul/index.do","2023-12-04"
"포천시립중앙도서관","경기도","포천시","공공도서관","09:00","22:00","326","106409","경기도 포천시 중앙로207번길26","경기도 포천시","https://lib.pocheon.go.kr/center/index.do","2023-12-04"
"신림역 U-도서관","서울특별시","관악구","공공도서관","06:00","23:59","0","112","서울특별시 관악구 남부순환로 1614","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"낙성대역 U-도서관","서울특별시","관악구","공공도서관","06:00","23:59","0","144","서울특별시 관악구 남부순환로 1928","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"봉천역 U-도서관","서울특별시","관악구","공공도서관","06:00","23:59","0","112","서울특별시 관악구 남부순환로 1721","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"신대방역 U-도서관","서울특별시","관악구","공공도서관","06:00","23:59","0","56","서울특별시 동작구 대림로 2","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"서울대입구역 U-도서관","서울특별시","관악구","공공도서관","06:00","23:59","0","216","서울특별시 관악구 남부순환로 1822","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"조원작은도서관","서울특별시","관악구","공공도서관","09:00","20:00","120","61840","서울특별시 관악구 조원로 12길 25","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"은천동작은도서관","서울특별시","관악구","공공도서관","09:00","20:00","89","50713","서울특별시 관악구 봉천로 33나길 30","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"성현동작은도서관","서울특별시","관악구","공공도서관","09:00","19:00","46","56201","서울특별시 관악구 관악로 37길 56","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"서울대벤처타운역 U-도서관","서울특별시","관악구","공공도서관","06:00","23:59","0","144","서울특별시 관악구 신림로 144","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"당곡역 U-도서관","서울특별시","관악구","공공도서관","06:00","23:59","0","112","서울특별시 관악구 보라매로 6","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"관악중앙도서관 U-도서관","서울특별시","관악구","공공도서관","09:00","22:00","0","48","서울특별시 관악구 신림로3길 35","서울특별시 관악구청","http://lib.gwanak.go.kr/","2025-12-03"
"성동구립숲속도서관","서울특별시","성동구","공공도서관","10:00","20:00","70","11043","서울특별시 성동구 매봉길 49-29 성동구립숲속도서관","재단법인 성동문화재단","https://www.sdlib.or.kr/fore/main.do","2025-06-18"
"행당제2동어린이작은도서관","서울특별시","성동구","공공도서관","09:00","18:00","40","11759","서울특별시 성동구 행당동 행당로9길 9 행당제2동주민센터","서울특별시 성동구","","2025-06-18"
"응봉동어린이작은도서관","서울특별시","성동구","공공도서관","10:00","17:00","18","6378","서울특별시 성동구 응봉동 독서당로 424","서울특별시 성동구","","2025-06-18"
"용답동어린이작은도서관","서울특별시","성동구","공공도서관","09:00","18:00","20","6152","서울특별시 성동구 용답동 용답중앙23길 20 용답동주민센터","서울특별시 성동구","","2025-06-18"
"왕십리제2동작은도서관","서울특별시","성동구","공공도서관","09:00","18:00","7","3292","서울특별시 성동구 무학봉길 69 (하왕십리동)","서울특별시 성동구","","2025-06-18"
"왕십리도선동희망문고","서울특별시","성동구","공공도서관","09:00","18:00","35","6626","서울특별시 성동구 상왕십리동 마장로 141","서울특별시 성동구","","2025-06-18"
"옥수동북카페","서울특별시","성동구","공공도서관","09:00","18:00","5","3861","서울특별시 성동구 독서당로 203","서울특별시 성동구","","2025-06-18"
"송정동늘푸른작은도서관","서울특별시","성동구","공공도서관","09:00","18:00","6","5713","서울특별시 성동구 송정동 송정14길 19 송정동주민자치센터","서울특별시 성동구","","2025-06-18"
"경기도교육청의정부도서관","경기도","의정부시","공공도서관","09:00","20:00","231","125120","경기도 의정부시 체육로 265-25 (녹양초등학교 내 위치)","경기도교육청의정부도서관","https://lib.goe.go.kr/ujb/index.do","2025-12-22"
"둔촌도서관","서울특별시","강동구","공공도서관","09:00","18:00","221","18911","서울특별시 강동구 동남로49길 21-8(둔촌동, 둔촌도서관)","서울특별시 강동구청","https://www.gdlibrary.or.kr","2023-08-18"
"천호도서관","서울특별시","강동구","공공도서관","09:00","18:00","138","45727","서울특별시 강동구 성안로31마길 1(천호동, 천호도서관)","서울특별시 강동구청","https://www.gdlibrary.or.kr","2023-08-18"
"암사도서관","서울특별시","강동구","공공도서관","09:00","18:00","391","93601","서울특별시 강동구 고덕로20길 42 (암사동, 암사도서관)","서울특별시 강동구청","https://www.gdlibrary.or.kr","2023-08-18"
"강일도서관","서울특별시","강동구","공공도서관","09:00","18:00","214","93459","서울특별시 강동구 아리수로93길 9-14,4,5층(강일동)","서울특별시 강동구청","https://www.gdlibrary.or.kr","2023-08-18"
"해공도서관","서울특별시","강동구","공공도서관","09:00","18:00","214","87929","서울특별시 강동구 올림픽로 702 (천호동, 해공공원)","서울특별시 강동구청","https://www.gdlibrary.or.kr","2023-08-18"
"성내도서관","서울특별시","강동구","공공도서관","09:00","18:00","208","80820","서울특별시 강동구 성안로 106-1 (성내동, 성내도서관)","서울특별시 강동구청","https://www.gdlibrary.or.kr","2023-08-18"
